trick_name,capacity,siteswap,animation,tutorial,difficulty,source,description
Gap,3,,https://vignette.wikia.nocookie.net/juggle/images/5/57/4440_200.gif,,,https://juggle.wikia.com/wiki/Gap,"           4440    4 ball asynch fountain with a gap     Capacity    3     Period    4     Full period    4     Orbits    3     Composition    Prime     States    (Ground state) 111 (4) 1101 (4) 1011 (4) 0111 (0)      Ladder diagram         Stack notation    3330     Dual    6222        55550    5 ball cascade with a gap     Capacity    4     Period    5     Full period    5     Orbits    4     Composition    Prime     States    (Ground state) 1111 (5) 11101 (5) 11011 (5) 10111 (5) 01111 (0)      Ladder diagram         Stack notation    44440     Dual    83333    A gap or hole is an object missing from a pattern that is otherwise the same as another pattern that uses more objects. In siteswap notation, a gap (a beat with an empty hand) is a 0. Patterns with gaps (e.g. 55550 ) can be used as exercises to prepare for the full patterns (e.g. 5 ).      4 ball synch fountain with a gap Siteswap: (4,4)(4,0)      4 ball wimpy pattern with a gap Siteswap: (4x,4x)(4x,0)*      5 ball cascade with a two consecutive gaps (3 ball flashes ) Siteswap: 55500      5 ball cascade with a two nonconsecutive gaps (3 ball snake ) Siteswap: 50505   Sometimes if an object is removed from a siteswap to make a gap pattern, the new pattern takes more beats than the original pattern before it repeats. The notation for 534 without the ball that is always thrown as a 3 ( 504 ) is a period 3 sequence like the original pattern, but removing any of the other balls results in the period 9 pattern 534034530 .  Variations Edit  Siteswaps similar to basic patterns with gaps but with an object held in the hand during the pause (a 2) instead of having an empty hand (a 0):  42  552  6662  (6,6)(6,2)  (6x,6x)(6x,2)*  77772  888882  (8,8)(8,8)(8,2)  (8x,8x)(8x,8x)(8x,2)*       55550 ~ Four Ball Siteswap  5 ball cascade with a gap by Robert Wood      Retrieved from "" http://juggle.wikia.com/wiki/Gap?oldid=20023 ""     "
2-count,,,https://vignette.wikia.nocookie.net/juggle/images/1/1e/5_2count_200.gif,,,https://juggle.wikia.com/wiki/2-count,"         A 2-count is a passing pattern where every other throw is a pass. In a right-handed 2-count all the right-hand throws are passed, and in a left-handed 2-count all the left-hand throws are passed. In a 2-person 2-count with an even number of objects, each person does a cascade or a wimpy pattern with every right-hand (or left-hand) throw passed to the other person's left (or right) hand. The two jugglers' throws are synchronized, so that both right hands throw at the same time, and both left hands throw at the same time. If both people are juggling synchronous patterns, all four hands throw at the same time. An 8 (or 12 or 16) object 2-count is normally done synch, but it can also be done asynch by making the passes higher than the other throws, e.g. 8 objects in a 53 pattern (passing the 5s). A 10 (or 14 or 18) object 2-count is normally done asynch, but it can be done synch by making the passes higher than the other throws, e.g. 10 objects in a (6x,4x) pattern. The 2-count pattern for 7 balls is the same as a 6 ball 2-count except the passes are at 4 ball height instead of 3 ball height, and the hands are synchronized differently: one person's right hand throws at the same time as the other person's left hand. To start the pattern, the person holding more balls throws one pass first, and then the other person makes their first throw (a pass) at the same time as the first person makes their second throw. 11 or 15 balls are done the same way, but with higher throws: 6s and 5 for 11, and 8s and 7s for 15. A 9 ball 2-count is the same as an 8 ball 2-count except the passes are at 5 ball height instead of 4 ball height, and the hands are synchronized differently: the jugglers take turns throwing with both hands at the same time. Like the 7 ball 2-count, the pattern starts with the person holding more balls throwing one pass first, before the other person starts throwing. 13 or 17 balls are done the same way, but with higher throws: 7s and 6s for 13, and 9s and 8 for 17.     5 ball asynch 2-count <(4x,2)|(2,2)><(2,4xp)|(2,2)><(2,2)|(4x,2)><(2,2)|(2,4xp)>   5 ball synch 2-count <(3p,2x)!|(0,0)!><(0,0)!|(3p,2x)!>   6 ball asynch 2-count <3p|3p><3|3>     6 ball synch 2-count <(2x,4xp)|(2x,4xp)>   7 ball 2-count <R|L><4xp|3><3|4xp>   8 ball synch 2-count <(4x,4xp)|(4x,4xp)>     8 ball asynch 2-count <5p|5p><3|3>   9 ball synch 2-count <(5p,4x)!|(0,0)!><(0,0)!|(5p,4x)!>   9 ball asynch 2-count <R|L><6xp|3><3|6xp>     10 ball asynch 2-count <5p|5p><5|5>   10 ball synch 2-count <(4x,6xp)|(4x,6xp)>   9 ball triangle 2-count <3p|3p|3p><3|3|3>         14 Balls 199 Catches  14 ball 2-count by Chris and Andrew Hodge    Alternative names Edit  Solids Everys (because every right-hand (or left-hand) throw is a pass) Shower  See also Edit  1-count  3-count  4-count  6-count     Retrieved from "" http://juggle.wikia.com/wiki/2-count?oldid=19657 ""     "
Cherry_picker,,,https://vignette.wikia.nocookie.net/juggle/images/0/06/CherrypickerRR_200.gif,"http://www.youtube.com/watch?v=UOhespZFtrE&amp;t=49s,,,",,https://juggle.wikia.com/wiki/Cherry_picker,"         The cherry picker is a half Boston mess with the top hand doing claw catches. This can be done with either hand on top, moving through the columns in either direction.     The right hand is doing claw catches and moving through the columns from left to right   The right hand is doing claw catches and moving through the columns from right to left     The left hand is doing claw catches and moving through the columns from right to left   The left hand is doing claw catches and moving through the columns from left to right       Boston Mess & Cherry Picker Juggling Tutorial 7-0  Boston mess and cherry picker tutorial      Variations Edit  Other 3 ball patterns with one high hand clawing:     Waterfall ( video )   A variation in a cascade shape ( video )   Sideways cascade ( video )     Reverse  waterfall ( video )   A variation in a reverse cascade shape ( video )   Sideways reverse cascade ( video )       3ball cherry picker variations  Cherry picker variations by Tsubasa Murakami       C      Retrieved from "" http://juggle.wikia.com/wiki/Cherry_picker?oldid=19453 ""     "
Eric's_extension,,,,,,https://juggle.wikia.com/wiki/Eric's_extension,"         Eric's extension is a Mills mess variation invented by Eric Uhrhane . Instead of changing direction every 3 throws like the normal Mills mess, this pattern changes direction every 5 throws. After a normal under the arm throw, the arms keep moving around each other in the same direction so that they cross again, wrapping all the way around each other so the right hand is to the right of the left hand again while the arms are crossed. The next throw is different kind of under the arm throw: if it's a right hand throw, the right hand is reaching under the left arm from left to right instead of from right to left. After that throw, the pattern changes direction in the same way as Mills mess, except the arms are still crossed twice. The arms stay wrapped around until the hand that just threw makes its next catch in the same position, and then during the next throw the arms start uncrossing.      My Extensions.wmv  Eric's extension with 3 balls , 4 balls, and 3 clubs by Mats Riasatian       Chris Hodge's Eric's Extension Tutorial  Eric's extension tutorial       3 BALL JUGGLING Sumita's Scream(Triple Mills Mess)  Sumita's scream by Hideki Sumita - a 7-beat version of Eric's extension, with the arms crossing three times      Retrieved from "" http://juggle.wikia.com/wiki/Eric%27s_extension?oldid=19460 ""     "
Penguins,,,,"https://www.youtube.com/watch?v=64Nzd87LWEE,,,",,https://juggle.wikia.com/wiki/Penguins,"         A penguin catch is a kind of trick catch made with the arm extended down and twisted so that the hand points out to the side with the palm facing up. This is similar to a reverse shoulder throw , but the object isn't caught behind the back.      5b penguins  5 ball penguins by Paweł Gębała    World records Edit  Penguin world records with publicly available video evidence:  3 balls: 9 minutes and 45 seconds by Thaddaeus Hug in 2016 ( video ) 4 balls: 164 catches by Zak McAllister in 2017 ( video ) 5 balls: 76 catches by Zak McAllister in 2017 ( video ) 6 balls: 20 catches by Alex McGillivray in 2017 ( video ) 7 balls: 9 catches by Alex McGillivray in 2016 ( video ) and Zak McAllister in 2017 ( video ) 8 balls: 8 catches by Jan Poolen in 2014 ( video ) and Felix Sürbe in 2017 ( video )  Unverified claims:  3 balls: 10 minutes+ by Thaddaeus Hug in 2016 ( claim ) 4 balls: 192 catches by Jan Poolen in 2014 ( claim )    Retrieved from "" http://juggle.wikia.com/wiki/Penguins?oldid=20596 ""     "
Martin,,,https://vignette.wikia.nocookie.net/juggle/images/a/a9/Juggling_tutorial_5_ball_martin/,,,https://juggle.wikia.com/wiki/Martin,"             Juggling tutorial 5 ball martin  5 ball Martin tutorial   The Martin is a 5 object trick invented by Nate Martin . It is a non- multiplex variation of the duplex  split pattern with 5. Two objects are held in one hand at the same time in this pattern, but not thrown at the same time. Instead, each hand throws twice in a row: first a non-crossing throw while holding on to another object, and then a crossing throw with that object. This pattern is more difficult than splits, but still easier than the cascade with 5.  Video : 5 club Martin by Lauri Koskinen      The 5 ball Martin Siteswap : [62]25   A variation where each hand makes a crossing throw first Siteswap: [72]24   A 6 ball pattern similar to duplex stacks , but with one ball thrown at a time Siteswap: [72]27     Retrieved from "" http://juggle.wikia.com/wiki/Martin?oldid=20815 ""     "
Mike's_mess,,,https://vignette.wikia.nocookie.net/juggle/images/8/86/3_Mike%27s_mess_200.gif,,,https://juggle.wikia.com/wiki/Mike's_mess,"         Mike's mess is a trick invented by Mike Day where every throw and every catch is made under the arm . In between throws, the arms are uncrossed and then re-crossed the other way, in a movement similar to the club swinging move "" cross and follow "". The objects are thrown on the outside of the pattern and caught on the inside. This pattern can be thought of as Mills mess done in the siteswap  522 with the 5s thrown under the arm.     3 ball Mike's mess    4 ball Mike's mess ( 822 Mills mess)    Reverse Mike's mess (The objects are thrown on the inside of the pattern and caught on the outside.)       Juggling Tutorial - Mike's Mess      Retrieved from "" http://juggle.wikia.com/wiki/Mike%27s_mess?oldid=19474 ""     "
Triplex,,,https://vignette.wikia.nocookie.net/juggle/images/b/bf/7_3splits_200.gif,,,https://juggle.wikia.com/wiki/Triplex,"         A triplex is a multiplex throw where three objects are thrown from one hand. In a stacked triplex, either all three objects cross to the other hand (crossing stack) or they all return to the hand that threw them (self stack). In a split triplex, either one object crosses and the other two return to the same hand (inside split), or two objects cross and the other one returns to the same hand (outside split).     7 ball triplex splits Siteswap : [32T2T] or [544][222]2 or ([444x],2)*   8 ball triplex splits Siteswap: [332T] or [554][222][22] or ([44x4x],[22])*   9 ball triplex stacks Siteswap: [333]     10 ball triplex splits Siteswap: [433] or ([66x6x],2)*   11 ball triplex splits Siteswap: [443] or ([666x],[22])*   12 ball triplex stacks Siteswap: [444]       8 ball triplex 1 10  8 ball triplexes by Bill Coad       Seven Ball Triplexes Tutorial  7 ball triplex tutorial     Video : 9 ball triplex stacks by Yosuke Matsumoto   See also Edit  Duplex  Quadruplex  Quintuplex     Retrieved from "" http://juggle.wikia.com/wiki/Triplex?oldid=20260 ""     "
99999911,7,99999911,https://vignette.wikia.nocookie.net/juggle/images/c/c6/99999911_200.gif,,,https://juggle.wikia.com/wiki/99999911,"           99999911    7 ball 6 high 2 low     Capacity    7     Period    8     Full period    56     Orbits    2     Composition    Prime     States    (Ground state) 1111111 (9) 111111001 (9) 111110011 (9) 111100111 (9) 111001111 (9) 110011111 (9) 100111111 (1) 10111111 (1)      Ladder diagram         Stack notation    77777711     Dual    dd555555      Anagrams    99919991  99991991  99999191     99999911 is an asymmetrical 7 object siteswap where all the throws cross. After six throws are made at almost twice the height of the basic pattern , the remaining object is passed from one hand to the other and back. This is the 7 object version of 777711 .   Video : 99999911 with a ball passed around the body by Dan Wood   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in this pattern, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be able to do the pattern on either side. Prerequisites: 7  ball  cascade , 777711  Exercises to prepare for 99999911 :  1 ball 9  2 ball 91  2 ball 9119  2 ball 99  3 ball 9  3 ball 99  3 ball 9911  3 ball 991111  3 ball 99111111  3 ball 999  4 ball 99  4 ball 9991  4 ball 999111  4 ball 99911111  4 ball 9999  5 ball 999  5 ball 9999  5 ball 999911  5 ball 99991111  5 ball 99999  6 ball 9999  6 ball 999991  6 ball 99999111  6 ball 999999  7 ball 99999  7 ball 999999   Variations Edit  aaaaaa22   99999991   g99999911   8888881  aaaaaa111     Retrieved from "" http://juggle.wikia.com/wiki/99999911?oldid=21018 ""     "
Pseudoshower,3,,https://vignette.wikia.nocookie.net/juggle/images/5/50/16161_200.gif,,,https://juggle.wikia.com/wiki/Pseudoshower,"           16161    3 ball inferior pseudoshower     Capacity    3     Period    5     Full period    15     Orbits    1     Composition    Prime     States    (Excited state) 10101 (1) 1101 (6) 101001 (1) 11001 (6) 100101 (1)      Ladder diagram         Stack notation    13131     Dual    50505        61616    4 ball superior pseudoshower     Capacity    4     Period    5     Full period    20     Orbits    2     Composition    Prime     States    (Excited state) 110101 (6) 101011 (1) 11011 (6) 101101 (1) 11101 (6)      Ladder diagram         Stack notation    41414     Dual    27272        1818181    4 ball inferior pseudoshower     Capacity    4     Period    7     Full period    28     Orbits    2     Composition    Prime     States    (Excited state) 1010101 (1) 110101 (8) 10101001 (1) 1101001 (8) 10100101 (1) 1100101 (8) 10010101 (1)      Ladder diagram         Stack notation    1414141     Dual    7070707        8181818    5 ball superior pseudoshower     Capacity    5     Period    7     Full period    35     Orbits    1     Composition    Prime     States    (Excited state) 11010101 (8) 10101011 (1) 1101011 (8) 10101101 (1) 1101101 (8) 10110101 (1) 1110101 (8)      Ladder diagram         Stack notation    5151515     Dual    2929292    A pseudoshower is a pattern where one hand throws high and the other hand catches the high throws and passes them into the throwing hand, like in a shower , but the high throws don't cross, and the pattern is symmetrical. The siteswap notation for an asynch pseudoshower has even-number throws alternating with 1s and an odd period, instead of having odd-number throws alternating with 1s and an even period like a shower. One hand keeps making high non-crossing throws while the other hand passes objects to it, until the throwing hand has thrown all but one object, and then the pattern changes direction so that the other hand throws high. Any given even number can be used in a siteswap pattern to make two different asynch pseudoshowers: in a superior pseudoshower , the siteswap sequence starts and ends with the even number (e.g. 61616 ), so there are two high throws in a row when the pattern is done continuously, and in an inferior pseudoshower , the sequence starts and ends with a 1 (e.g. 16161 ), so there are two 1s in a row when the pattern is done continuously. A superior pseudoshower is done with one more object than the inferior pseudoshower that uses the same even-number throw.      3 ball superior pseudoshower Siteswap: 414       3 ball inferior pseudoshower Siteswap: 16161      4 ball superior pseudoshower Siteswap: 61616      4 ball inferior pseudoshower Siteswap: 1818181      5 ball superior pseudoshower Siteswap: 8181818      5 ball inferior pseudoshower Siteswap: 1a1a1a1a1   A synch pseudoshower is a kind of box pattern, where one hand throws all but two objects high before the pattern changes direction.      3 ball synch pseudoshower Siteswap: (4,2x)*       4 ball synch pseudoshower Siteswap: (6,2x)(6,2x)*      5 ball synch pseudoshower Siteswap: (8,2x)(8,2x)(8,2x)*   Siteswap exercises Edit  You can use these exercises to practice the same kinds of throws and sequences of throws that are done in pseudoshower patterns, before you learn the full pattern. Some of the siteswaps listed below are shortened to leave out parts where you’re not doing anything. Click on them to see animations of the exercises. You should practice doing these starting with your right hand and with your left hand, so that you will be ready to learn the full symmetrical pattern. 4 ball pseudoshower: Prerequisites: 4  ball  fountain , 441 , 3 ball  shower  Exercises to prepare for 61616 :  1 ball 6  2 ball 61  2 ball 616  3 ball 612  3 ball 616  3 ball 16161  3 ball 6161601   5 ball pseudoshower: Prerequisites: 5  ball  cascade , 4 ball pseudoshower 61616, 4 ball  shower  Exercises to prepare for 8181818 :  1 ball 8  2 ball 81  2 ball 818  3 ball 81  3 ball 8181  3 ball 81818  3 ball 801  4 ball 822  4 ball 81812  4 ball 81818  4 ball 1818181  4 ball 818181801     Retrieved from "" http://juggle.wikia.com/wiki/Pseudoshower?oldid=19480 ""     "
